Solution,Row#,Guesses
bigot,5,"reast[0, 0, 0, 0, 2]/chott[0, 0, 1, 1, 2]/pivot[0, 2, 0, 2, 2]/gigot[1, 2, 2, 2, 2]/bigot[2, 2, 2, 2, 2]"
enact,5,"arise[1, 0, 0, 0, 1]/caeca[1, 1, 1, 2, 1]/peach[0, 1, 2, 2, 0]/exact[2, 0, 2, 2, 2]/enact[2, 2, 2, 2, 2]"
vogue,5,"cream[0, 0, 1, 0, 0]/hokes[0, 2, 0, 1, 0]/foyne[0, 2, 0, 0, 2]/doole[0, 2, 1, 0, 2]/vogue[2, 2, 2, 2, 2]"
solid,4,"about[0, 0, 1, 0, 0]/poler[0, 2, 2, 0, 0]/dolls[1, 2, 2, 1, 1]/solid[2, 2, 2, 2, 2]"
moron,5,"irate[0, 1, 0, 0, 0]/hydro[0, 0, 0, 1, 1]/porks[0, 2, 2, 0, 0]/forum[0, 2, 2, 0, 1]/moron[2, 2, 2, 2, 2]"
moult,4,"atone[0, 1, 1, 0, 0]/dolts[0, 2, 1, 1, 0]/hotly[0, 2, 1, 2, 0]/moult[2, 2, 2, 2, 2]"
squat,3,"reast[0, 0, 1, 1, 2]/splat[2, 0, 0, 2, 2]/squat[2, 2, 2, 2, 2]"
chide,5,"tears[0, 1, 0, 0, 0]/polje[0, 0, 0, 0, 2]/eigne[1, 1, 0, 0, 2]/imbue[1, 0, 0, 0, 2]/chide[2, 2, 2, 2, 2]"
scold,4,"tears[0, 0, 0, 0, 1]/busby[0, 0, 1, 0, 0]/shook[2, 0, 2, 1, 0]/scold[2, 2, 2, 2, 2]"
overt,3,"snare[0, 0, 0, 2, 1]/emery[1, 0, 2, 2, 0]/overt[2, 2, 2, 2, 2]"
vague,3,"arise[1, 0, 0, 0, 2]/valve[2, 2, 0, 1, 2]/vague[2, 2, 2, 2, 2]"
bench,5,"trace[0, 0, 0, 2, 1]/deoch[0, 2, 0, 2, 2]/beech[2, 2, 1, 2, 2]/belch[2, 2, 0, 2, 2]/bench[2, 2, 2, 2, 2]"
hater,6,"irate[0, 1, 1, 1, 1]/ratel[1, 2, 2, 2, 0]/cater[0, 2, 2, 2, 2]/water[0, 2, 2, 2, 2]/tater[1, 2, 2, 2, 2]/hater[2, 2, 2, 2, 2]"
mange,3,"snare[0, 1, 1, 0, 2]/pagne[0, 2, 1, 1, 2]/mange[2, 2, 2, 2, 2]"
swift,4,"snare[2, 0, 0, 0, 0]/soths[2, 0, 1, 0, 1]/slipt[2, 0, 2, 0, 2]/swift[2, 2, 2, 2, 2]"
ivory,4,"cream[0, 1, 0, 0, 0]/rists[1, 1, 0, 0, 0]/guiro[0, 0, 1, 2, 1]/ivory[2, 2, 2, 2, 2]"
olive,4,"cream[0, 0, 1, 0, 0]/binge[0, 1, 0, 0, 2]/loipe[1, 1, 2, 0, 2]/olive[2, 2, 2, 2, 2]"
handy,6,"adieu[1, 1, 0, 0, 0]/dolma[1, 0, 0, 0, 1]/gadgy[0, 2, 1, 0, 2]/yandy[1, 2, 2, 2, 2]/candy[0, 2, 2, 2, 2]/handy[2, 2, 2, 2, 2]"
teary,4,"adieu[1, 0, 0, 1, 0]/yeast[1, 2, 2, 0, 1]/beaty[0, 2, 2, 1, 2]/teary[2, 2, 2, 2, 2]"
movie,4,"cream[0, 0, 1, 0, 1]/meith[2, 1, 1, 0, 0]/mulie[2, 0, 0, 2, 2]/movie[2, 2, 2, 2, 2]"
omega,4,"irate[0, 0, 1, 0, 1]/paseo[0, 1, 0, 1, 1]/neoza[0, 1, 1, 0, 2]/omega[2, 2, 2, 2, 2]"
smell,4,"tears[0, 1, 0, 0, 1]/slice[2, 1, 0, 0, 1]/shlep[2, 0, 1, 1, 0]/smell[2, 2, 2, 2, 2]"
smirk,3,"reast[1, 0, 0, 1, 0]/moors[1, 0, 0, 2, 1]/smirk[2, 2, 2, 2, 2]"
pixel,3,"prowl[2, 0, 0, 0, 2]/pupil[2, 0, 1, 1, 2]/pixel[2, 2, 2, 2, 2]"
agree,3,"anime[2, 0, 0, 0, 2]/agape[2, 2, 1, 0, 2]/agree[2, 2, 2, 2, 2]"
swore,5,"sired[2, 0, 1, 1, 0]/shear[2, 0, 1, 0, 1]/skyre[2, 0, 0, 2, 2]/spore[2, 0, 2, 2, 2]/swore[2, 2, 2, 2, 2]"
cheat,4,"sauce[0, 1, 0, 1, 1]/recta[0, 1, 1, 1, 1]/cleat[2, 0, 2, 2, 2]/cheat[2, 2, 2, 2, 2]"
shook,4,"later[0, 0, 0, 0, 0]/noois[0, 1, 2, 0, 1]/spoof[2, 0, 2, 2, 0]/shook[2, 2, 2, 2, 2]"
anvil,5,"about[2, 0, 0, 0, 0]/alick[2, 1, 1, 0, 0]/aalii[2, 1, 1, 2, 1]/avail[2, 1, 1, 2, 2]/anvil[2, 2, 2, 2, 2]"
brain,5,"roast[1, 0, 2, 0, 0]/inarm[1, 1, 2, 1, 0]/grain[0, 2, 2, 2, 2]/drain[0, 2, 2, 2, 2]/brain[2, 2, 2, 2, 2]"
mucus,4,"arise[0, 0, 0, 1, 0]/dooks[0, 0, 0, 0, 2]/sculs[1, 1, 1, 0, 2]/mucus[2, 2, 2, 2, 2]"
stove,4,"tears[1, 1, 0, 0, 1]/stoep[2, 2, 2, 1, 0]/stone[2, 2, 2, 0, 2]/stove[2, 2, 2, 2, 2]"
copse,3,"crane[2, 0, 0, 0, 2]/clepe[2, 0, 1, 1, 2]/copse[2, 2, 2, 2, 2]"
start,4,"about[1, 0, 0, 0, 2]/pleat[0, 0, 0, 1, 2]/skart[2, 0, 2, 2, 2]/start[2, 2, 2, 2, 2]"
wacky,4,"slate[0, 0, 1, 0, 0]/amici[1, 0, 0, 1, 0]/carby[1, 2, 0, 0, 2]/wacky[2, 2, 2, 2, 2]"
purer,5,"crate[0, 1, 0, 0, 1]/genro[0, 1, 0, 1, 0]/siver[0, 0, 0, 2, 2]/duper[0, 2, 1, 2, 2]/purer[2, 2, 2, 2, 2]"
wound,6,"irate[0, 0, 0, 0, 0]/buddy[0, 1, 1, 1, 0]/udyog[1, 1, 0, 1, 0]/doucs[1, 2, 2, 0, 0]/hound[0, 2, 2, 2, 2]/wound[2, 2, 2, 2, 2]"
wheat,5,"adieu[1, 0, 0, 1, 0]/snare[0, 0, 1, 0, 1]/exeat[1, 0, 2, 2, 2]/cleat[0, 0, 2, 2, 2]/wheat[2, 2, 2, 2, 2]"
adapt,4,"arise[2, 0, 0, 0, 0]/algum[2, 0, 0, 0, 0]/acton[2, 0, 1, 0, 0]/adapt[2, 2, 2, 2, 2]"
broil,5,"slate[0, 1, 0, 0, 0]/knurl[0, 0, 0, 1, 2]/growl[0, 2, 2, 0, 2]/droll[0, 2, 2, 1, 2]/broil[2, 2, 2, 2, 2]"
erase,4,"irate[0, 2, 2, 0, 2]/arame[1, 2, 2, 0, 2]/drave[0, 2, 2, 0, 2]/erase[2, 2, 2, 2, 2]"
octal,4,"drape[0, 0, 1, 0, 0]/wawas[0, 1, 0, 2, 0]/total[1, 1, 2, 2, 2]/octal[2, 2, 2, 2, 2]"
hymen,6,"cream[0, 0, 1, 0, 1]/embed[1, 1, 0, 2, 0]/oxmen[0, 0, 2, 2, 2]/lumen[0, 0, 2, 2, 2]/semen[0, 1, 2, 2, 2]/hymen[2, 2, 2, 2, 2]"
boney,4,"crate[0, 0, 0, 0, 1]/lezes[0, 1, 0, 2, 0]/piney[0, 0, 2, 2, 2]/boney[2, 2, 2, 2, 2]"
stage,5,"drape[0, 0, 2, 0, 2]/stane[2, 2, 2, 0, 2]/stave[2, 2, 2, 0, 2]/stake[2, 2, 2, 0, 2]/stage[2, 2, 2, 2, 2]"
renew,4,"later[0, 0, 0, 2, 1]/breed[0, 1, 1, 2, 0]/syren[0, 0, 1, 2, 1]/renew[2, 2, 2, 2, 2]"
floor,5,"salet[0, 0, 1, 0, 0]/crool[0, 1, 2, 2, 1]/glory[0, 2, 2, 1, 0]/flour[2, 2, 2, 0, 2]/floor[2, 2, 2, 2, 2]"
label,7,"irate[0, 0, 1, 0, 1]/zedas[0, 1, 0, 1, 0]/aleph[1, 1, 1, 0, 0]/eagly[1, 2, 0, 1, 0]/javel[0, 2, 0, 2, 2]/camel[0, 2, 0, 2, 2]/label[2, 2, 2, 2, 2]"
glide,5,"cream[0, 0, 1, 0, 0]/genes[2, 1, 0, 1, 0]/gybed[2, 0, 0, 1, 1]/guide[2, 0, 2, 2, 2]/glide[2, 2, 2, 2, 2]"
scram,5,"atone[1, 0, 0, 0, 0]/dairy[0, 1, 0, 1, 0]/craws[1, 1, 1, 0, 1]/scrab[2, 2, 2, 2, 0]/scram[2, 2, 2, 2, 2]"
milky,4,"atone[0, 0, 0, 0, 0]/gully[0, 0, 2, 1, 2]/silky[0, 2, 2, 2, 2]/milky[2, 2, 2, 2, 2]"
ninja,5,"prowl[0, 0, 0, 0, 0]/meths[0, 0, 0, 0, 0]/duddy[0, 0, 0, 0, 0]/civic[0, 2, 0, 1, 0]/ninja[2, 2, 2, 2, 2]"
cluck,4,"alone[0, 2, 0, 0, 0]/bluid[0, 2, 2, 0, 0]/pluck[0, 2, 2, 2, 2]/cluck[2, 2, 2, 2, 2]"
crony,4,"about[0, 0, 2, 0, 0]/plock[0, 0, 2, 1, 0]/scone[0, 1, 2, 2, 0]/crony[2, 2, 2, 2, 2]"
scram,5,"worse[0, 0, 2, 1, 0]/lirks[0, 0, 2, 0, 1]/surgy[2, 0, 2, 0, 0]/scrap[2, 2, 2, 2, 0]/scram[2, 2, 2, 2, 2]"
scalp,6,"media[0, 0, 0, 0, 1]/tanky[0, 1, 0, 0, 0]/scaws[2, 2, 2, 0, 1]/scaff[2, 2, 2, 0, 0]/scall[2, 2, 2, 2, 1]/scalp[2, 2, 2, 2, 2]"
ovary,3,"anime[1, 0, 0, 0, 0]/vauch[1, 1, 0, 0, 0]/ovary[2, 2, 2, 2, 2]"
cutie,5,"crane[2, 0, 0, 0, 2]/copse[2, 0, 0, 0, 2]/chile[2, 0, 1, 0, 2]/citee[2, 1, 2, 1, 2]/cutie[2, 2, 2, 2, 2]"
humid,4,"reast[0, 0, 0, 0, 0]/hullo[2, 2, 0, 0, 0]/hudud[2, 2, 1, 1, 2]/humid[2, 2, 2, 2, 2]"
fully,5,"crate[0, 0, 0, 0, 0]/budos[0, 2, 0, 0, 0]/lupin[1, 2, 0, 0, 0]/gulfy[0, 2, 2, 1, 2]/fully[2, 2, 2, 2, 2]"
snuck,4,"crane[1, 0, 0, 1, 0]/funic[0, 1, 1, 0, 1]/uncut[1, 2, 1, 1, 0]/snuck[2, 2, 2, 2, 2]"
weedy,4,"trace[0, 0, 0, 0, 1]/fixed[0, 0, 0, 1, 1]/gleds[0, 0, 2, 2, 0]/weedy[2, 2, 2, 2, 2]"
braid,4,"paint[0, 1, 1, 0, 0]/urali[0, 2, 2, 0, 1]/fraim[0, 2, 2, 2, 0]/braid[2, 2, 2, 2, 2]"
swell,6,"tears[0, 1, 0, 0, 1]/sized[2, 0, 0, 1, 0]/spelk[2, 0, 2, 2, 0]/shell[2, 0, 2, 2, 2]/smell[2, 0, 2, 2, 2]/swell[2, 2, 2, 2, 2]"
rocky,3,"reast[2, 0, 0, 0, 0]/rubin[2, 0, 0, 0, 0]/rocky[2, 2, 2, 2, 2]"
logic,5,"about[0, 0, 1, 0, 0]/sownd[0, 2, 0, 0, 0]/mollo[0, 2, 1, 1, 1]/coyly[1, 2, 0, 1, 0]/logic[2, 2, 2, 2, 2]"
donut,4,"paint[0, 0, 0, 1, 2]/unget[1, 1, 0, 0, 2]/noust[1, 2, 1, 0, 2]/donut[2, 2, 2, 2, 2]"
holly,6,"arise[0, 0, 0, 0, 0]/fluyt[0, 1, 0, 1, 0]/dolly[0, 2, 2, 2, 2]/golly[0, 2, 2, 2, 2]/jolly[0, 2, 2, 2, 2]/holly[2, 2, 2, 2, 2]"
drown,6,"trace[0, 2, 0, 0, 0]/profs[0, 2, 2, 0, 0]/irony[0, 2, 2, 1, 0]/brown[0, 2, 2, 2, 2]/grown[0, 2, 2, 2, 2]/drown[2, 2, 2, 2, 2]"
wheat,3,"salet[0, 1, 0, 1, 2]/abeat[1, 0, 2, 2, 2]/wheat[2, 2, 2, 2, 2]"
prism,3,"atone[0, 0, 0, 0, 0]/milch[1, 1, 0, 0, 0]/prism[2, 2, 2, 2, 2]"
bribe,5,"arise[0, 2, 2, 0, 2]/crime[0, 2, 2, 0, 2]/brine[2, 2, 2, 0, 2]/bride[2, 2, 2, 0, 2]/bribe[2, 2, 2, 2, 2]"
aorta,5,"cream[0, 1, 0, 1, 0]/nairu[0, 1, 0, 1, 0]/sorda[0, 2, 2, 0, 2]/torta[1, 2, 2, 2, 2]/aorta[2, 2, 2, 2, 2]"
enter,4,"atone[0, 1, 0, 1, 1]/unlet[0, 2, 0, 2, 1]/inter[0, 2, 2, 2, 2]/enter[2, 2, 2, 2, 2]"
crush,4,"snare[1, 0, 0, 1, 0]/routs[1, 0, 2, 0, 1]/brush[0, 2, 2, 2, 2]/crush[2, 2, 2, 2, 2]"
hobby,5,"adieu[0, 0, 0, 0, 0]/forts[0, 2, 0, 0, 0]/cogon[0, 2, 0, 1, 0]/pobby[0, 2, 2, 2, 2]/hobby[2, 2, 2, 2, 2]"
wryly,4,"anime[0, 0, 0, 0, 0]/polly[0, 0, 1, 2, 2]/hurly[0, 0, 1, 2, 2]/wryly[2, 2, 2, 2, 2]"
organ,4,"worse[0, 1, 1, 0, 0]/tronk[0, 2, 1, 1, 0]/orlon[2, 2, 0, 1, 2]/organ[2, 2, 2, 2, 2]"
mammy,3,"salet[0, 2, 0, 0, 0]/gamay[0, 2, 2, 1, 2]/mammy[2, 2, 2, 2, 2]"
aging,6,"reast[0, 0, 1, 0, 0]/pipal[0, 1, 0, 1, 0]/magic[0, 1, 1, 1, 0]/ahigh[2, 0, 2, 1, 0]/axing[2, 0, 2, 2, 2]/aging[2, 2, 2, 2, 2]"
siren,4,"react[1, 1, 0, 0, 0]/grufe[0, 1, 0, 0, 1]/shred[2, 0, 2, 2, 0]/siren[2, 2, 2, 2, 2]"
tripe,4,"slate[0, 0, 0, 1, 2]/trice[2, 2, 2, 0, 2]/tribe[2, 2, 2, 0, 2]/tripe[2, 2, 2, 2, 2]"
aloud,3,"alone[2, 2, 2, 0, 0]/aloof[2, 2, 2, 1, 0]/aloud[2, 2, 2, 2, 2]"
focal,6,"tears[0, 0, 1, 0, 0]/agila[1, 0, 0, 1, 1]/kalpa[0, 1, 1, 0, 1]/lohan[1, 2, 0, 2, 0]/comal[1, 2, 0, 2, 2]/focal[2, 2, 2, 2, 2]"
fewer,4,"atone[0, 0, 0, 0, 1]/refly[1, 2, 1, 0, 0]/fermi[2, 2, 1, 0, 0]/fewer[2, 2, 2, 2, 2]"
droll,6,"media[0, 0, 1, 0, 0]/duppy[2, 0, 0, 0, 0]/dorrs[2, 1, 1, 1, 0]/dross[2, 2, 2, 0, 0]/drool[2, 2, 2, 1, 2]/droll[2, 2, 2, 2, 2]"
ounce,3,"atone[0, 0, 1, 1, 2]/bonie[0, 1, 2, 0, 2]/ounce[2, 2, 2, 2, 2]"
flyer,6,"react[1, 1, 0, 0, 0]/spore[0, 0, 0, 1, 1]/inner[0, 0, 0, 2, 2]/elder[1, 2, 0, 2, 2]/bluer[0, 2, 0, 2, 2]/flyer[2, 2, 2, 2, 2]"
hover,6,"tears[0, 1, 0, 1, 0]/kyrie[0, 0, 1, 0, 1]/duper[0, 0, 0, 2, 2]/bower[0, 2, 0, 2, 2]/honer[2, 2, 0, 2, 2]/hover[2, 2, 2, 2, 2]"
lodge,5,"paint[0, 0, 0, 0, 0]/jehus[0, 1, 0, 0, 0]/erode[1, 0, 1, 1, 2]/yodle[0, 2, 2, 1, 2]/lodge[2, 2, 2, 2, 2]"
scram,5,"react[1, 0, 1, 1, 0]/carob[1, 1, 2, 0, 0]/scrag[2, 2, 2, 2, 0]/scrap[2, 2, 2, 2, 0]/scram[2, 2, 2, 2, 2]"
sworn,3,"drape[0, 1, 0, 0, 0]/smoor[2, 0, 2, 1, 1]/sworn[2, 2, 2, 2, 2]"
grape,4,"prowl[1, 2, 0, 0, 0]/crapy[0, 2, 2, 2, 0]/drape[0, 2, 2, 2, 2]/grape[2, 2, 2, 2, 2]"
nurse,4,"drape[0, 1, 0, 0, 2]/ruble[1, 2, 0, 0, 2]/sucre[1, 2, 0, 1, 2]/nurse[2, 2, 2, 2, 2]"
shrub,4,"crate[0, 1, 0, 0, 0]/murky[0, 1, 2, 0, 0]/virus[0, 0, 2, 2, 1]/shrub[2, 2, 2, 2, 2]"
worth,5,"alone[0, 0, 1, 0, 0]/opium[1, 0, 0, 0, 0]/cobby[0, 2, 0, 0, 0]/worst[2, 2, 2, 0, 1]/worth[2, 2, 2, 2, 2]"
tenth,5,"about[0, 0, 0, 0, 1]/stems[0, 1, 1, 0, 0]/terek[2, 2, 0, 1, 0]/tenne[2, 2, 2, 1, 1]/tenth[2, 2, 2, 2, 2]"
truck,5,"tears[2, 0, 0, 1, 0]/truly[2, 2, 2, 0, 0]/trump[2, 2, 2, 0, 0]/trunk[2, 2, 2, 0, 2]/truck[2, 2, 2, 2, 2]"
dicey,3,"snare[0, 0, 0, 0, 1]/depot[2, 1, 0, 0, 0]/dicey[2, 2, 2, 2, 2]"
force,4,"crate[1, 1, 0, 0, 2]/score[0, 1, 1, 1, 2]/roche[1, 2, 1, 0, 2]/force[2, 2, 2, 2, 2]"
scram,3,"worse[0, 0, 2, 1, 0]/shrub[2, 0, 2, 0, 0]/scram[2, 2, 2, 2, 2]"
jazzy,3,"later[0, 2, 0, 0, 0]/bazoo[0, 2, 2, 0, 0]/jazzy[2, 2, 2, 2, 2]"
exult,3,"tears[1, 1, 0, 0, 0]/inept[0, 0, 1, 0, 2]/exult[2, 2, 2, 2, 2]"
eagle,4,"cream[0, 0, 1, 1, 0]/kayle[0, 2, 0, 2, 2]/fable[0, 2, 0, 2, 2]/eagle[2, 2, 2, 2, 2]"
sedan,4,"react[0, 2, 1, 0, 0]/neoza[1, 2, 0, 0, 1]/menad[0, 2, 1, 2, 1]/sedan[2, 2, 2, 2, 2]"
sassy,4,"reast[0, 0, 1, 2, 0]/apism[1, 0, 0, 2, 0]/fossa[0, 0, 2, 2, 1]/sassy[2, 2, 2, 2, 2]"
rayon,4,"adieu[1, 0, 0, 0, 0]/boras[0, 1, 1, 1, 0]/mayor[0, 2, 2, 2, 1]/rayon[2, 2, 2, 2, 2]"
leafy,5,"alone[1, 1, 0, 0, 1]/haled[0, 1, 1, 1, 0]/legal[2, 2, 0, 1, 1]/lepra[2, 2, 0, 0, 1]/leafy[2, 2, 2, 2, 2]"
tumor,4,"sired[0, 0, 1, 0, 0]/goary[0, 1, 0, 1, 0]/broth[0, 1, 1, 1, 0]/tumor[2, 2, 2, 2, 2]"
pluck,4,"sauce[0, 0, 2, 2, 0]/vouch[0, 0, 2, 2, 0]/truck[0, 0, 2, 2, 2]/pluck[2, 2, 2, 2, 2]"
slush,6,"later[1, 0, 0, 0, 0]/pigly[0, 0, 0, 1, 0]/ulmos[1, 2, 0, 0, 1]/slubb[2, 2, 2, 0, 0]/slunk[2, 2, 2, 0, 0]/slush[2, 2, 2, 2, 2]"
route,4,"react[2, 1, 0, 0, 1]/rythe[2, 0, 1, 0, 2]/ruote[2, 1, 1, 2, 2]/route[2, 2, 2, 2, 2]"
uncle,4,"later[1, 0, 0, 1, 0]/bible[0, 0, 0, 2, 2]/cycle[1, 0, 2, 2, 2]/uncle[2, 2, 2, 2, 2]"
shape,3,"tears[0, 1, 2, 0, 1]/spake[2, 1, 2, 0, 2]/shape[2, 2, 2, 2, 2]"
shark,4,"slate[2, 0, 2, 0, 0]/skaws[2, 1, 2, 0, 1]/spark[2, 0, 2, 2, 2]/shark[2, 2, 2, 2, 2]"
gravy,4,"salet[0, 1, 0, 0, 0]/chaya[0, 0, 2, 1, 1]/ovary[0, 1, 2, 1, 2]/gravy[2, 2, 2, 2, 2]"
acrid,3,"anime[2, 0, 1, 0, 0]/artic[2, 1, 0, 2, 1]/acrid[2, 2, 2, 2, 2]"
cough,4,"arise[0, 0, 0, 0, 0]/moult[0, 2, 2, 0, 0]/pouch[0, 2, 2, 1, 2]/cough[2, 2, 2, 2, 2]"
pithy,5,"react[0, 0, 0, 0, 1]/tusky[1, 0, 0, 0, 2]/hotly[1, 0, 2, 0, 2]/withy[0, 2, 2, 2, 2]/pithy[2, 2, 2, 2, 2]"
order,6,"about[0, 0, 1, 0, 0]/dolci[1, 1, 0, 0, 0]/synod[0, 0, 0, 1, 1]/omdeh[2, 0, 2, 2, 0]/odder[2, 1, 2, 2, 2]/order[2, 2, 2, 2, 2]"
gaily,3,"anime[1, 0, 2, 0, 0]/zaida[0, 2, 2, 0, 1]/gaily[2, 2, 2, 2, 2]"
crony,3,"atone[0, 0, 2, 2, 0]/dhoni[0, 0, 2, 2, 0]/crony[2, 2, 2, 2, 2]"
ivory,4,"irate[2, 1, 0, 0, 0]/incur[2, 0, 0, 0, 1]/impro[2, 0, 0, 2, 1]/ivory[2, 2, 2, 2, 2]"
stint,3,"salet[2, 0, 0, 0, 2]/skint[2, 0, 2, 2, 2]/stint[2, 2, 2, 2, 2]"
opium,4,"media[1, 0, 0, 1, 0]/thymi[0, 0, 0, 1, 1]/ilium[1, 0, 2, 2, 2]/opium[2, 2, 2, 2, 2]"
waste,2,"worse[2, 0, 0, 1, 2]/waste[2, 2, 2, 2, 2]"
court,3,"react[1, 0, 0, 1, 2]/chirt[2, 0, 0, 2, 2]/court[2, 2, 2, 2, 2]"
pasta,3,"media[0, 0, 0, 0, 2]/targa[1, 2, 0, 0, 2]/pasta[2, 2, 2, 2, 2]"
raise,4,"roast[2, 0, 1, 2, 0]/ranse[2, 2, 0, 2, 2]/rasse[2, 2, 1, 2, 2]/raise[2, 2, 2, 2, 2]"
budge,8,"cream[0, 0, 1, 0, 0]/geits[1, 1, 0, 0, 0]/egged[1, 1, 1, 1, 1]/unleg[1, 0, 0, 1, 1]/pudge[0, 2, 2, 2, 2]/fudge[0, 2, 2, 2, 2]/judge[0, 2, 2, 2, 2]/budge[2, 2, 2, 2, 2]"
gusty,5,"sauce[1, 0, 1, 0, 0]/lupus[0, 2, 0, 1, 1]/tusky[1, 2, 2, 0, 2]/musty[0, 2, 2, 2, 2]/gusty[2, 2, 2, 2, 2]"
dozen,3,"about[0, 0, 1, 0, 0]/lozen[0, 2, 2, 2, 2]/dozen[2, 2, 2, 2, 2]"
dirge,3,"snare[0, 0, 0, 1, 2]/rifte[1, 2, 0, 0, 2]/dirge[2, 2, 2, 2, 2]"
basin,3,"snare[1, 1, 1, 0, 0]/tangs[0, 2, 1, 0, 1]/basin[2, 2, 2, 2, 2]"
quite,4,"trace[1, 0, 0, 0, 2]/utile[1, 1, 2, 0, 2]/suite[0, 2, 2, 2, 2]/quite[2, 2, 2, 2, 2]"
intro,4,"paint[0, 0, 1, 1, 1]/nites[1, 1, 2, 0, 0]/untin[0, 2, 2, 1, 1]/intro[2, 2, 2, 2, 2]"
naval,3,"paint[0, 2, 0, 1, 0]/canes[0, 2, 1, 0, 0]/naval[2, 2, 2, 2, 2]"
lunge,3,"snare[0, 1, 0, 0, 2]/wince[0, 0, 2, 0, 2]/lunge[2, 2, 2, 2, 2]"
grace,2,"arise[1, 2, 0, 0, 2]/grace[2, 2, 2, 2, 2]"
given,5,"slate[0, 0, 0, 0, 1]/weedy[0, 1, 1, 0, 0]/cumec[0, 0, 0, 2, 0]/edger[1, 0, 1, 2, 0]/given[2, 2, 2, 2, 2]"
axiom,3,"roast[0, 1, 1, 0, 0]/mailo[1, 1, 2, 0, 1]/axiom[2, 2, 2, 2, 2]"
tibia,4,"worse[0, 0, 0, 0, 0]/blunk[1, 0, 0, 0, 0]/chiba[0, 0, 1, 1, 2]/tibia[2, 2, 2, 2, 2]"
tread,4,"reast[1, 1, 1, 0, 1]/later[0, 1, 1, 1, 1]/arete[1, 2, 2, 1, 1]/tread[2, 2, 2, 2, 2]"
pouty,4,"slate[0, 0, 0, 2, 0]/motty[0, 2, 1, 2, 2]/booty[0, 2, 1, 2, 2]/pouty[2, 2, 2, 2, 2]"
spool,5,"alone[0, 1, 2, 0, 0]/drool[0, 0, 2, 2, 2]/tools[0, 1, 2, 1, 1]/scowl[2, 0, 2, 0, 2]/spool[2, 2, 2, 2, 2]"
cinch,4,"react[0, 0, 0, 2, 0]/noncy[1, 0, 2, 2, 0]/winch[0, 2, 2, 2, 2]/cinch[2, 2, 2, 2, 2]"
using,4,"atone[0, 0, 0, 2, 0]/swink[1, 0, 2, 2, 0]/ruins[0, 1, 2, 2, 1]/using[2, 2, 2, 2, 2]"
fritz,4,"anime[0, 0, 2, 0, 0]/flirt[2, 0, 2, 1, 1]/frits[2, 2, 2, 2, 0]/fritz[2, 2, 2, 2, 2]"
pulpy,4,"paint[2, 0, 0, 0, 0]/pussy[2, 2, 0, 0, 2]/puffy[2, 2, 0, 0, 2]/pulpy[2, 2, 2, 2, 2]"
pouty,5,"alone[0, 0, 1, 0, 0]/origo[1, 0, 0, 0, 1]/docht[0, 2, 0, 0, 1]/motto[0, 2, 1, 2, 1]/pouty[2, 2, 2, 2, 2]"
siren,4,"crate[0, 1, 0, 0, 1]/loser[0, 0, 1, 2, 1]/byres[0, 0, 2, 2, 1]/siren[2, 2, 2, 2, 2]"
testy,5,"sauce[1, 0, 0, 0, 1]/edges[1, 0, 0, 1, 1]/peens[0, 2, 1, 0, 1]/lesbo[0, 2, 2, 0, 0]/testy[2, 2, 2, 2, 2]"
flirt,3,"arise[0, 1, 2, 0, 0]/kwirl[0, 0, 2, 2, 1]/flirt[2, 2, 2, 2, 2]"
lapse,4,"arise[1, 0, 0, 2, 2]/cease[0, 1, 1, 2, 2]/pause[1, 2, 0, 2, 2]/lapse[2, 2, 2, 2, 2]"
tread,4,"arise[1, 2, 0, 0, 1]/wreak[0, 2, 2, 2, 0]/cream[0, 2, 2, 2, 0]/tread[2, 2, 2, 2, 2]"
ovate,3,"crane[0, 0, 2, 0, 2]/skate[0, 0, 2, 2, 2]/ovate[2, 2, 2, 2, 2]"
ombre,4,"react[1, 1, 0, 0, 0]/purse[0, 0, 1, 0, 2]/drere[0, 1, 1, 2, 2]/ombre[2, 2, 2, 2, 2]"
macaw,4,"sired[0, 0, 0, 0, 0]/lummy[0, 0, 1, 1, 0]/choom[1, 0, 0, 0, 1]/macaw[2, 2, 2, 2, 2]"
wrest,3,"later[0, 0, 1, 1, 1]/treif[1, 2, 2, 0, 0]/wrest[2, 2, 2, 2, 2]"
marry,3,"arise[1, 1, 0, 0, 0]/cobra[0, 0, 0, 2, 1]/marry[2, 2, 2, 2, 2]"
juror,4,"prowl[0, 1, 1, 0, 0]/narod[0, 0, 2, 2, 0]/furor[0, 2, 2, 2, 2]/juror[2, 2, 2, 2, 2]"
cigar,3,"adieu[1, 0, 1, 0, 0]/orgia[0, 1, 2, 1, 1]/cigar[2, 2, 2, 2, 2]"
black,6,"reast[0, 0, 2, 0, 0]/diazo[0, 0, 2, 0, 0]/llama[1, 2, 2, 0, 1]/clack[1, 2, 2, 2, 2]/flack[0, 2, 2, 2, 2]/black[2, 2, 2, 2, 2]"
thong,5,"cream[0, 0, 0, 0, 0]/build[0, 0, 0, 0, 0]/yoofs[0, 1, 2, 0, 0]/whoop[0, 2, 2, 1, 0]/thong[2, 2, 2, 2, 2]"
oaken,4,"salet[0, 2, 0, 2, 0]/haven[0, 2, 0, 2, 2]/waxen[0, 2, 0, 2, 2]/oaken[2, 2, 2, 2, 2]"
