Solution,Row#,Guesses[Indices]
intro,4,"paint[0, 0, 1, 1, 1]/oints[1, 1, 1, 1, 0]/tomin[1, 1, 0, 1, 1]"
scrap,5,"about[1, 0, 0, 0, 0]/psalm[1, 1, 1, 0, 0]/rapes[1, 1, 1, 0, 1]/sprag[2, 1, 2, 2, 0]"
demon,4,"atone[0, 0, 1, 1, 1]/roven[0, 1, 0, 1, 2]/lemon[0, 2, 2, 2, 2]"
press,3,"media[0, 1, 0, 0, 0]/guess[0, 0, 2, 2, 2]"
frost,4,"cream[0, 2, 0, 0, 0]/trugs[1, 2, 0, 0, 1]/frist[2, 2, 0, 2, 2]"
junta,4,"cream[0, 0, 0, 1, 0]/bwana[0, 0, 1, 1, 2]/nonda[1, 0, 2, 0, 2]"
aping,2,"alone[2, 0, 0, 2, 0]"
hilly,4,"salet[0, 0, 2, 0, 0]/mulch[0, 0, 2, 0, 1]/hollo[2, 0, 2, 2, 0]"
smear,5,"roast[1, 0, 1, 1, 0]/spray[2, 0, 1, 2, 0]/shear[2, 0, 2, 2, 2]/swear[2, 0, 2, 2, 2]"
chart,5,"arise[1, 1, 0, 0, 0]/narky[0, 1, 1, 0, 0]/gular[0, 0, 0, 1, 1]/boart[0, 0, 2, 2, 2]"
stick,5,"snare[2, 0, 0, 0, 0]/stuff[2, 2, 0, 0, 0]/stood[2, 2, 0, 0, 0]/stilt[2, 2, 2, 0, 1]"
quill,5,"media[0, 0, 0, 1, 0]/jiffs[0, 1, 0, 0, 0]/prior[0, 0, 2, 0, 0]/guilt[0, 2, 2, 2, 0]"
manly,4,"tears[0, 0, 1, 0, 0]/lagan[1, 2, 0, 1, 1]/nabla[1, 2, 0, 2, 1]"
gripe,3,"crane[0, 2, 0, 0, 2]/grese[2, 2, 1, 0, 2]"
steep,4,"paint[1, 0, 0, 0, 1]/typos[1, 0, 1, 0, 1]/stump[2, 2, 0, 0, 2]"
showy,4,"media[0, 0, 0, 0, 0]/hobos[1, 1, 0, 1, 1]/ochry[1, 0, 1, 0, 2]"
reply,5,"roast[2, 0, 0, 0, 0]/reign[2, 2, 0, 0, 0]/reeve[2, 2, 1, 0, 1]/repel[2, 2, 2, 1, 1]"
welsh,3,"worse[2, 0, 0, 2, 1]/weest[2, 2, 1, 2, 0]"
swear,3,"reast[1, 1, 1, 1, 0]/saree[2, 1, 1, 1, 1]"
couch,4,"trace[0, 0, 0, 2, 0]/mulch[0, 1, 0, 2, 2]/vouch[0, 2, 2, 2, 2]"
sadly,4,"slate[2, 1, 1, 0, 0]/skoal[2, 0, 0, 1, 1]/salps[2, 2, 1, 0, 1]"
macaw,4,"irate[0, 0, 1, 0, 0]/sugan[0, 0, 0, 2, 0]/loyal[0, 0, 0, 2, 0]"
prude,5,"sauce[0, 0, 2, 0, 2]/fluke[0, 0, 2, 0, 2]/brute[0, 2, 2, 0, 2]/drupe[1, 2, 2, 1, 2]"
leant,4,"irate[0, 0, 2, 1, 1]/beaut[0, 2, 2, 0, 2]/meant[0, 2, 2, 2, 2]"
tenor,3,"crane[0, 1, 0, 1, 1]/loner[0, 1, 2, 1, 2]"
tenet,3,"sired[0, 0, 0, 2, 0]/hevea[0, 2, 0, 2, 0]"
money,5,"sired[0, 0, 0, 2, 0]/allel[0, 0, 0, 2, 0]/token[0, 2, 0, 2, 1]/boney[0, 2, 2, 2, 2]"
loose,5,"reast[0, 1, 0, 2, 0]/niess[0, 0, 1, 2, 1]/posse[0, 2, 1, 2, 2]/mouse[0, 2, 0, 2, 2]"
vowel,6,"snare[0, 0, 0, 0, 1]/cecum[0, 1, 0, 0, 0]/gooey[0, 2, 1, 2, 0]/towel[0, 2, 2, 2, 2]/dowel[0, 2, 2, 2, 2]"
fault,4,"alone[1, 1, 0, 0, 0]/kulak[0, 1, 1, 1, 0]/lauds[1, 2, 2, 0, 0]"
chose,2,"reast[0, 1, 0, 2, 0]"
trick,4,"snare[0, 0, 0, 1, 0]/gordo[0, 0, 1, 0, 0]/frith[0, 2, 2, 1, 0]"
psalm,3,"crane[0, 0, 2, 0, 0]/bhats[0, 0, 2, 0, 1]"
sulky,3,"paint[0, 0, 0, 0, 0]/solde[2, 0, 2, 0, 0]"
steam,4,"later[0, 1, 1, 1, 0]/tweak[1, 0, 2, 2, 0]/cheat[0, 0, 2, 2, 1]"
crick,3,"crate[2, 2, 0, 0, 0]/cronk[2, 2, 0, 0, 2]"
slump,4,"paint[1, 0, 0, 0, 0]/meeps[1, 0, 0, 1, 1]/spumy[2, 1, 2, 2, 0]"
tenth,3,"later[0, 0, 1, 1, 0]/techs[2, 2, 0, 1, 0]"
brand,3,"adieu[1, 1, 0, 0, 0]/nomad[1, 0, 0, 1, 2]"
dingy,3,"salet[0, 0, 0, 0, 0]/corgi[0, 0, 0, 2, 1]"
daunt,6,"sauce[0, 2, 2, 0, 0]/fault[0, 2, 2, 0, 2]/haunt[0, 2, 2, 2, 2]/taunt[1, 2, 2, 2, 2]/vaunt[0, 2, 2, 2, 2]"
sassy,5,"worse[0, 0, 0, 2, 0]/palsy[0, 2, 0, 2, 2]/daisy[0, 2, 0, 2, 2]/gassy[0, 2, 2, 2, 2]"
dilly,4,"sired[0, 2, 0, 0, 1]/ditty[2, 2, 0, 0, 2]/dizzy[2, 2, 0, 0, 2]"
deter,6,"cream[0, 1, 1, 0, 0]/royet[1, 0, 0, 2, 1]/ether[1, 1, 0, 2, 2]/upter[0, 0, 2, 2, 2]/inter[0, 0, 2, 2, 2]"
drill,4,"irate[1, 2, 0, 0, 0]/briny[0, 2, 2, 0, 0]/prick[0, 2, 2, 0, 0]"
mucky,5,"sired[0, 0, 0, 0, 0]/achoo[0, 1, 0, 0, 0]/clung[1, 0, 1, 0, 0]/yucky[1, 2, 2, 2, 2]"
chore,5,"sauce[0, 0, 0, 1, 2]/emcee[1, 0, 1, 1, 2]/ctene[2, 0, 1, 0, 2]/chive[2, 2, 0, 0, 2]"
pushy,6,"reast[0, 0, 0, 1, 0]/bibis[0, 0, 0, 0, 1]/gushy[0, 2, 2, 2, 2]/hushy[1, 2, 2, 2, 2]/mushy[0, 2, 2, 2, 2]"
diner,4,"react[1, 1, 0, 0, 0]/vireo[0, 2, 1, 2, 0]/diker[2, 2, 0, 2, 2]"
grief,3,"drape[0, 2, 0, 0, 1]/truer[0, 2, 0, 2, 1]"
lowly,3,"worse[1, 2, 0, 0, 0]/downa[0, 2, 2, 0, 0]"
meter,4,"slate[0, 0, 0, 1, 1]/depot[0, 2, 0, 0, 1]/techy[1, 2, 0, 0, 0]"
beret,5,"sauce[0, 0, 0, 0, 1]/fenny[0, 2, 0, 0, 0]/helix[0, 2, 0, 0, 0]/derro[0, 2, 2, 1, 0]"
meaty,4,"cream[0, 0, 1, 1, 1]/names[0, 1, 1, 1, 0]/etyma[1, 1, 1, 1, 1]"
guest,4,"cream[0, 0, 2, 0, 0]/elegy[1, 0, 2, 1, 0]/sheng[1, 0, 2, 0, 1]"
react,3,"salet[0, 1, 0, 1, 2]/agent[1, 0, 1, 0, 2]"
foggy,6,"atone[0, 0, 1, 0, 0]/podus[0, 2, 0, 0, 0]/hobby[0, 2, 0, 0, 2]/lorry[0, 2, 0, 0, 2]/mommy[0, 2, 0, 0, 2]"
tulip,3,"later[1, 0, 1, 0, 0]/tulps[2, 2, 2, 1, 0]"
bused,4,"slate[1, 0, 0, 0, 1]/meums[0, 1, 1, 0, 1]/fused[0, 2, 2, 2, 2]"
equip,4,"atone[0, 0, 0, 0, 1]/jurel[0, 1, 0, 1, 0]/bemud[0, 1, 0, 1, 0]"
cigar,3,"trace[0, 1, 1, 1, 0]/vicar[0, 2, 1, 2, 2]"
giant,5,"prowl[0, 0, 0, 0, 0]/meads[0, 0, 2, 0, 0]/aback[1, 0, 2, 0, 0]/taata[1, 1, 2, 1, 1]"
latch,8,"sauce[0, 2, 0, 2, 0]/hatch[1, 2, 2, 2, 2]/patch[0, 2, 2, 2, 2]/watch[0, 2, 2, 2, 2]/match[0, 2, 2, 2, 2]/catch[1, 2, 2, 2, 2]/batch[0, 2, 2, 2, 2]"
toxin,4,"salet[0, 0, 0, 0, 1]/mirth[0, 1, 0, 1, 0]/octic[1, 0, 1, 2, 0]"
quite,4,"trace[1, 0, 0, 0, 2]/outie[0, 2, 1, 1, 2]/suite[0, 2, 2, 2, 2]"
poise,5,"tears[0, 1, 0, 0, 1]/scuse[1, 0, 0, 2, 2]/phese[2, 0, 1, 2, 2]/posse[2, 2, 1, 2, 2]"
adult,6,"prowl[0, 0, 0, 0, 1]/mille[0, 0, 1, 2, 0]/scala[0, 0, 1, 2, 1]/affly[2, 0, 0, 2, 0]/alula[2, 1, 2, 2, 1]"
winch,3,"snare[0, 1, 0, 0, 0]/monic[0, 0, 2, 1, 1]"
cramp,5,"about[1, 0, 0, 0, 0]/fawny[0, 1, 0, 0, 0]/shags[0, 0, 2, 0, 0]/crave[2, 2, 2, 0, 0]"
exert,5,"drape[0, 1, 0, 0, 1]/rokey[1, 0, 0, 1, 0]/sieur[0, 0, 2, 0, 1]/evert[2, 0, 2, 2, 2]"
bonus,6,"cream[0, 0, 0, 0, 0]/fisho[0, 0, 1, 0, 1]/spool[1, 0, 1, 1, 0]/jolts[0, 2, 0, 0, 2]/bobos[2, 2, 1, 1, 2]"
sunny,5,"prowl[0, 0, 0, 0, 0]/hedge[0, 0, 0, 0, 0]/jisms[0, 0, 1, 0, 1]/tansy[0, 0, 2, 1, 2]"
dirge,6,"snare[0, 0, 0, 1, 2]/froze[0, 1, 0, 0, 2]/reede[1, 1, 1, 1, 2]/three[0, 0, 2, 1, 2]/purge[0, 0, 2, 2, 2]"
wring,5,"media[0, 0, 0, 1, 0]/sirup[0, 1, 1, 0, 0]/fritz[0, 2, 2, 0, 0]/brink[0, 2, 2, 2, 0]"
tibia,3,"about[1, 1, 0, 0, 1]/baits[1, 1, 1, 1, 0]"
trade,3,"drape[1, 2, 2, 0, 2]/grade[0, 2, 2, 2, 2]"
equip,4,"adieu[0, 0, 1, 1, 1]/lieus[0, 1, 1, 1, 0]/pumie[1, 1, 0, 2, 1]"
tract,5,"drape[0, 2, 2, 0, 0]/grain[0, 2, 2, 0, 0]/crawl[1, 2, 2, 0, 0]/track[2, 2, 2, 2, 0]"
woman,4,"roast[0, 2, 1, 0, 0]/conia[0, 2, 1, 0, 1]/novae[1, 2, 0, 2, 0]"
coast,5,"atone[1, 1, 1, 0, 0]/lotas[0, 2, 1, 1, 1]/softa[1, 2, 0, 1, 1]/toast[1, 2, 2, 2, 2]"
prose,4,"anime[0, 0, 0, 0, 2]/orgue[1, 2, 0, 0, 2]/probe[2, 2, 2, 0, 2]"
mount,5,"tears[1, 0, 0, 0, 0]/chott[0, 0, 1, 1, 2]/obiit[1, 0, 0, 0, 2]/donut[0, 2, 1, 1, 2]"
knife,5,"drape[0, 0, 0, 0, 2]/twice[0, 0, 2, 0, 2]/guise[0, 0, 2, 0, 2]/ovine[0, 0, 2, 1, 2]"
hutch,5,"sired[0, 0, 0, 0, 0]/lappy[0, 0, 0, 0, 0]/oucht[0, 2, 1, 1, 1]/butch[0, 2, 2, 2, 2]"
mirth,5,"arise[0, 1, 1, 0, 0]/ringy[1, 2, 0, 0, 0]/livor[0, 2, 0, 0, 1]/mirid[2, 2, 2, 1, 0]"
broke,4,"later[0, 0, 0, 1, 1]/nigre[0, 0, 0, 1, 2]/breme[2, 2, 1, 0, 2]"
lever,4,"snare[0, 0, 0, 1, 1]/rivel[1, 0, 2, 2, 1]/lover[2, 0, 2, 2, 2]"
racer,6,"atone[1, 0, 0, 0, 1]/speal[0, 0, 1, 1, 0]/beady[0, 1, 1, 0, 0]/farer[0, 2, 1, 2, 2]/rawer[2, 2, 0, 2, 2]"
roost,2,"react[2, 0, 0, 0, 2]"
macro,4,"prowl[0, 1, 1, 0, 0]/forte[0, 1, 1, 0, 0]/rimon[1, 0, 1, 1, 0]"
yeast,5,"trace[1, 0, 2, 0, 1]/least[0, 2, 2, 2, 2]/feast[0, 2, 2, 2, 2]/beast[0, 2, 2, 2, 2]"
fence,4,"sired[0, 0, 0, 1, 0]/epoch[1, 0, 0, 2, 0]/leccy[0, 2, 1, 2, 0]"
bushy,6,"prowl[0, 0, 0, 0, 0]/zamak[0, 0, 0, 0, 0]/texts[0, 0, 0, 0, 1]/sunny[1, 2, 0, 0, 2]/hussy[1, 2, 2, 1, 2]"
primo,3,"drape[0, 2, 0, 1, 0]/pross[2, 2, 1, 0, 0]"
thick,4,"salet[0, 0, 0, 0, 1]/mifty[0, 1, 0, 1, 0]/think[2, 2, 2, 0, 2]"
parse,3,"arise[1, 1, 0, 2, 2]/tarse[0, 2, 2, 2, 2]"
sunny,4,"anime[0, 1, 0, 0, 0]/frond[0, 0, 0, 2, 0]/sunns[2, 2, 2, 2, 1]"
scuba,4,"prowl[0, 0, 0, 0, 0]/sites[2, 0, 0, 0, 1]/subby[2, 1, 1, 2, 0]"
widow,4,"slate[0, 0, 0, 0, 0]/rumor[0, 0, 0, 2, 0]/whoop[2, 0, 1, 2, 0]"
prowl,3,"salet[0, 0, 1, 0, 0]/quill[0, 0, 0, 1, 2]"
brood,6,"tears[0, 0, 0, 1, 0]/forgo[0, 1, 1, 0, 1]/prowl[0, 2, 2, 0, 0]/irony[0, 2, 2, 0, 0]/droob[1, 2, 2, 2, 1]"
feast,6,"alone[1, 0, 0, 0, 1]/seiza[1, 2, 0, 0, 1]/beaks[0, 2, 2, 0, 1]/deash[0, 2, 2, 2, 0]/yeast[0, 2, 2, 2, 2]"
sweat,4,"snare[2, 0, 1, 0, 1]/sayed[2, 1, 0, 1, 0]/sceat[2, 0, 2, 2, 2]"
upset,3,"atone[0, 1, 0, 0, 1]/lests[0, 1, 2, 1, 1]"
quilt,4,"crane[0, 0, 0, 0, 0]/quoys[2, 2, 0, 0, 0]/quill[2, 2, 2, 2, 1]"
atoll,5,"crate[0, 0, 1, 1, 0]/thuja[1, 0, 0, 0, 1]/sabot[0, 1, 0, 1, 1]/ontal[1, 0, 1, 1, 2]"
stave,5,"slate[2, 0, 2, 1, 2]/stare[2, 2, 2, 0, 2]/stage[2, 2, 2, 0, 2]/stake[2, 2, 2, 0, 2]"
shame,3,"tears[0, 1, 2, 0, 1]/smaze[2, 1, 2, 0, 2]"
bylaw,4,"reast[0, 0, 1, 0, 0]/mamak[0, 1, 0, 2, 0]/zygal[0, 2, 0, 2, 1]"
smoky,6,"anime[0, 0, 0, 1, 0]/jomos[0, 1, 1, 1, 1]/sloom[2, 0, 2, 1, 1]/smout[2, 2, 2, 0, 0]/smock[2, 2, 2, 0, 1]"
homer,3,"worse[0, 2, 1, 0, 1]/lover[0, 2, 0, 2, 2]"
brink,3,"crane[0, 2, 0, 2, 0]/brunt[2, 2, 0, 2, 0]"
cubic,4,"about[0, 1, 0, 1, 0]/burps[1, 2, 0, 0, 0]/dubby[0, 2, 2, 1, 0]"
trawl,5,"react[1, 0, 2, 0, 1]/grata[0, 2, 2, 1, 1]/trams[2, 2, 2, 0, 0]/train[2, 2, 2, 0, 0]"
prank,4,"crate[0, 2, 2, 0, 0]/orals[0, 2, 2, 0, 0]/prawn[2, 2, 2, 0, 1]"
toast,5,"media[0, 0, 0, 0, 1]/howay[0, 2, 0, 1, 0]/soars[1, 2, 2, 0, 1]/boast[0, 2, 2, 2, 2]"
click,6,"atone[0, 0, 0, 0, 0]/yuppy[0, 0, 0, 0, 0]/mills[0, 1, 1, 1, 0]/kwirl[1, 0, 2, 0, 1]/flick[0, 2, 2, 2, 2]"
party,5,"react[1, 0, 1, 0, 1]/artal[1, 1, 1, 1, 0]/thraw[1, 0, 2, 1, 0]/parts[2, 2, 2, 2, 0]"
tonal,5,"worse[0, 2, 0, 0, 0]/mouch[0, 2, 0, 0, 0]/voddy[0, 2, 0, 0, 0]/total[2, 2, 1, 2, 2]"
quoth,3,"paint[0, 0, 0, 0, 1]/routh[0, 1, 1, 2, 2]"
dunce,3,"salet[0, 0, 0, 1, 0]/coude[1, 0, 1, 1, 2]"
rinse,3,"crane[0, 1, 0, 1, 2]/genre[0, 1, 2, 1, 2]"
testy,3,"atone[0, 1, 0, 0, 1]/kests[0, 2, 2, 2, 1]"
vital,4,"later[1, 1, 2, 0, 0]/altho[1, 1, 2, 0, 0]/dital[0, 2, 2, 2, 2]"
brute,4,"crate[0, 2, 0, 2, 2]/wrote[0, 2, 0, 2, 2]/trite[1, 2, 0, 2, 2]"
syrup,4,"anime[0, 0, 0, 0, 0]/gowks[0, 0, 0, 0, 1]/surly[2, 1, 2, 0, 1]"
kitty,7,"drape[0, 0, 0, 0, 0]/noust[0, 0, 0, 0, 1]/tilly[1, 2, 0, 0, 2]/jitty[0, 2, 2, 2, 2]/witty[0, 2, 2, 2, 2]/bitty[0, 2, 2, 2, 2]"
cavil,6,"reast[0, 0, 1, 0, 0]/pukka[0, 0, 0, 0, 1]/mammy[0, 2, 0, 0, 0]/banjo[0, 2, 0, 0, 0]/valid[1, 2, 1, 2, 0]"
piney,4,"media[0, 1, 0, 1, 0]/niche[1, 2, 0, 0, 1]/siren[0, 2, 0, 2, 1]"
nobly,5,"arise[0, 0, 0, 0, 0]/plumb[0, 1, 0, 0, 1]/colby[0, 2, 1, 1, 2]/boyly[1, 2, 1, 2, 2]"
wield,4,"slate[0, 1, 0, 0, 1]/impel[1, 0, 0, 1, 1]/felid[0, 1, 1, 1, 2]"
kneed,5,"sauce[0, 0, 0, 0, 1]/beget[0, 1, 0, 2, 0]/forex[0, 0, 0, 2, 0]/pilei[0, 0, 0, 2, 0]"
plant,5,"worse[0, 0, 0, 0, 0]/gammy[0, 1, 0, 0, 0]/quack[0, 0, 2, 0, 0]/plaid[2, 2, 2, 0, 0]"
shrug,5,"worse[0, 0, 2, 1, 0]/mards[0, 0, 2, 0, 1]/surly[2, 1, 2, 0, 0]/shrub[2, 2, 2, 2, 0]"
tapir,4,"worse[0, 0, 1, 0, 0]/braid[0, 1, 1, 2, 0]/ramin[1, 2, 0, 2, 0]"
cabal,2,"cream[2, 0, 0, 2, 0]"
sonic,4,"react[0, 0, 0, 1, 0]/cucks[1, 0, 1, 0, 1]/socko[2, 2, 1, 0, 1]"
cliff,4,"alone[0, 2, 0, 0, 0]/gluts[0, 2, 0, 0, 0]/flimp[1, 2, 2, 0, 0]"
wrong,3,"prowl[0, 2, 2, 1, 0]/wrote[2, 2, 2, 0, 0]"
manga,6,"tears[0, 0, 1, 0, 0]/bocca[0, 0, 0, 0, 2]/pizza[0, 0, 0, 0, 2]/fauna[0, 2, 0, 1, 2]/namma[1, 2, 1, 1, 2]"
rocky,5,"alone[0, 0, 1, 0, 0]/dobro[0, 2, 0, 1, 1]/gorms[0, 2, 1, 0, 0]/rotch[2, 2, 0, 1, 0]"
gloom,4,"crane[0, 0, 0, 0, 0]/mofos[1, 1, 0, 2, 0]/bloom[0, 2, 2, 2, 2]"
cyber,4,"adieu[0, 0, 0, 2, 0]/bewet[1, 1, 0, 2, 0]/mobes[0, 0, 2, 2, 0]"
igloo,4,"prowl[0, 0, 1, 0, 1]/solds[0, 1, 2, 0, 0]/talon[0, 0, 2, 2, 0]"
seven,3,"tears[0, 2, 0, 0, 1]/pense[0, 2, 1, 1, 1]"
abode,4,"drape[1, 0, 1, 0, 2]/adoze[2, 1, 2, 0, 2]/anode[2, 0, 2, 2, 2]"
legal,4,"slate[0, 1, 1, 0, 1]/daled[0, 1, 1, 1, 0]/leear[2, 2, 1, 2, 0]"
gipsy,5,"prowl[1, 0, 0, 0, 0]/abamp[0, 0, 0, 0, 1]/spitz[1, 1, 1, 0, 0]/hipes[0, 2, 2, 0, 1]"
plied,5,"about[0, 0, 0, 0, 0]/nixer[0, 1, 0, 2, 0]/imped[1, 0, 1, 2, 2]/spied[0, 1, 2, 2, 2]"
brawn,4,"arise[1, 2, 0, 0, 0]/grapy[0, 2, 2, 0, 0]/drawn[0, 2, 2, 2, 2]"
trace,3,"arise[1, 2, 0, 0, 2]/trave[2, 2, 2, 0, 2]"
grimy,3,"irate[1, 2, 0, 0, 0]/primo[0, 2, 2, 2, 0]"
rayon,3,"cream[0, 1, 0, 1, 0]/yurta[1, 0, 1, 0, 1]"
skunk,5,"prowl[0, 0, 0, 0, 0]/jehad[0, 0, 0, 0, 0]/ziffs[0, 0, 0, 0, 1]/sunny[2, 1, 1, 2, 0]"
filet,3,"later[1, 0, 1, 2, 0]/islet[1, 0, 2, 2, 2]"
throw,4,"slate[0, 0, 0, 1, 0]/thick[2, 2, 0, 0, 0]/throb[2, 2, 2, 2, 0]"
sheik,4,"paint[0, 0, 1, 0, 0]/locis[0, 0, 0, 2, 1]/sirih[2, 1, 0, 2, 1]"
retch,2,"tears[1, 2, 0, 1, 0]"
gloat,4,"arise[1, 0, 0, 0, 0]/hooka[0, 1, 2, 0, 1]/gloam[2, 2, 2, 2, 0]"
swath,3,"anime[1, 0, 0, 0, 0]/stall[2, 1, 2, 0, 0]"
scent,3,"trace[1, 0, 0, 1, 1]/celts[1, 1, 0, 1, 1]"
bleat,3,"trace[1, 0, 1, 0, 1]/abeat[1, 1, 2, 2, 2]"
dandy,5,"react[0, 0, 1, 0, 0]/alkin[1, 0, 0, 0, 1]/noxas[1, 0, 0, 1, 0]/yandy[1, 2, 2, 2, 2]"
print,4,"snare[0, 1, 0, 1, 0]/orpin[0, 2, 1, 1, 1]/pring[2, 2, 2, 2, 0]"
bossy,5,"salet[1, 0, 0, 0, 0]/konks[0, 2, 0, 0, 1]/powsy[0, 2, 0, 2, 2]/mossy[0, 2, 2, 2, 2]"
icily,4,"crane[1, 0, 0, 0, 0]/domic[0, 0, 0, 1, 1]/licks[1, 1, 1, 0, 0]"
slimy,4,"paint[0, 0, 2, 0, 0]/clies[0, 2, 2, 0, 1]/slily[2, 2, 2, 1, 2]"
mummy,6,"adieu[0, 0, 0, 0, 1]/punks[0, 2, 0, 0, 0]/ought[0, 2, 0, 0, 0]/fully[0, 2, 0, 0, 2]/curry[0, 2, 0, 0, 2]"
sadly,3,"slate[2, 1, 1, 0, 0]/saola[2, 2, 0, 2, 1]"
crush,3,"reast[1, 0, 0, 2, 0]/pross[0, 2, 0, 2, 1]"
hitch,4,"sired[0, 2, 0, 0, 0]/minty[0, 2, 0, 1, 0]/aight[0, 2, 0, 1, 1]"
icily,4,"paint[0, 0, 2, 0, 0]/flisk[0, 1, 2, 0, 0]/exile[0, 0, 2, 2, 0]"
offal,5,"reast[0, 0, 1, 0, 0]/molla[0, 1, 1, 1, 1]/ladoo[1, 1, 0, 1, 1]/aioli[1, 0, 1, 1, 0]"
anime,3,"slate[0, 0, 1, 0, 2]/amice[2, 1, 2, 0, 2]"
valet,4,"react[0, 1, 1, 0, 2]/speat[0, 0, 1, 1, 2]/aglet[1, 0, 2, 2, 2]"
mower,6,"trace[0, 1, 0, 0, 1]/roleo[1, 2, 0, 2, 1]/yoker[0, 2, 0, 2, 2]/hoper[0, 2, 0, 2, 2]/vower[0, 2, 2, 2, 2]"
snout,6,"salet[2, 0, 0, 0, 2]/sight[2, 0, 0, 0, 2]/stout[2, 1, 2, 2, 2]/scout[2, 0, 2, 2, 2]/spout[2, 0, 2, 2, 2]"
feign,3,"irate[1, 0, 0, 0, 1]/shied[0, 0, 2, 1, 0]"
kappa,5,"crane[0, 0, 1, 0, 0]/lasso[0, 2, 0, 0, 0]/maddy[0, 2, 0, 0, 0]/hathi[0, 2, 0, 0, 0]"
touch,7,"worse[0, 2, 0, 0, 0]/zonal[0, 2, 0, 0, 0]/modom[0, 2, 0, 1, 0]/cocci[1, 2, 1, 2, 0]/yogic[0, 2, 0, 0, 1]/vouch[0, 2, 2, 2, 2]"
roost,3,"paint[0, 0, 0, 0, 2]/cobot[0, 2, 0, 1, 2]"
ghoul,4,"worse[0, 1, 0, 0, 0]/about[0, 0, 2, 2, 0]/cloud[0, 1, 2, 2, 0]"
rider,3,"reast[2, 1, 0, 0, 0]/runed[2, 0, 0, 2, 1]"
broth,4,"irate[0, 2, 0, 2, 0]/troth[1, 2, 2, 2, 2]/froth[0, 2, 2, 2, 2]"
groin,3,"sired[0, 1, 1, 0, 0]/ramin[1, 0, 0, 2, 2]"
hotly,5,"trace[1, 0, 0, 0, 0]/stond[0, 1, 1, 0, 0]/pokit[0, 2, 0, 0, 1]/hotty[2, 2, 2, 1, 2]"
quart,4,"irate[0, 1, 2, 1, 0]/roast[1, 0, 2, 0, 2]/chart[0, 0, 2, 2, 2]"
recut,3,"crane[1, 1, 0, 0, 1]/recit[2, 2, 2, 0, 2]"
spare,3,"salet[2, 1, 0, 1, 0]/spear[2, 2, 1, 1, 1]"
valet,4,"sauce[0, 2, 0, 0, 1]/mayed[0, 2, 0, 2, 0]/raker[0, 2, 0, 2, 0]"
gaudy,3,"reast[0, 0, 1, 0, 0]/kaugh[0, 2, 2, 1, 0]"
claim,4,"slate[0, 2, 2, 0, 0]/blain[0, 2, 2, 2, 0]/plaid[0, 2, 2, 2, 0]"
large,6,"irate[0, 1, 1, 0, 2]/rapee[1, 2, 0, 1, 2]/carve[0, 2, 2, 0, 2]/garre[1, 2, 2, 1, 2]/barge[0, 2, 2, 2, 2]"
kneel,3,"crane[0, 0, 0, 1, 1]/token[0, 0, 1, 2, 1]"
